InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536370,22728,"ALARM CLOCK BAKELIKE PINK",24,"1.12.2010 08:45",3.75,12583,France
536370,22727,"ALARM CLOCK BAKELIKE RED ",24,"1.12.2010 08:45",3.75,12583,France
536370,22726,"ALARM CLOCK BAKELIKE GREEN",12,"1.12.2010 08:45",3.75,12583,France
536370,21724,"PANDA AND BUNNIES STICKER SHEET",12,"1.12.2010 08:45",0.85,12583,France
536370,21883,"STARS GIFT TAPE ",24,"1.12.2010 08:45",0.65,12583,France
536370,10002,"INFLATABLE POLITICAL GLOBE ",48,"1.12.2010 08:45",0.85,12583,France
536370,21791,"VINTAGE HEADS AND TAILS CARD GAME ",24,"1.12.2010 08:45",1.25,12583,France
536370,21035,"SET/2 RED RETROSPOT TEA TOWELS ",18,"1.12.2010 08:45",2.95,12583,France
536370,22326,"ROUND SNACK BOXES SET OF4 WOODLAND ",24,"1.12.2010 08:45",2.95,12583,France
536370,22629,"SPACEBOY LUNCH BOX ",24,"1.12.2010 08:45",1.95,12583,France
536370,22659,"LUNCH BOX I LOVE LONDON",24,"1.12.2010 08:45",1.95,12583,France
536370,22631,"CIRCUS PARADE LUNCH BOX ",24,"1.12.2010 08:45",1.95,12583,France
536370,22661,"CHARLOTTE BAG DOLLY GIRL DESIGN",20,"1.12.2010 08:45",0.85,12583,France
536370,21731,"RED TOADSTOOL LED NIGHT LIGHT",24,"1.12.2010 08:45",1.65,12583,France
536370,22900," SET 2 TEA TOWELS I LOVE LONDON ",24,"1.12.2010 08:45",2.95,12583,France
536370,21913,"VINTAGE SEASIDE JIGSAW PUZZLES",12,"1.12.2010 08:45",3.75,12583,France
536370,22540,"MINI JIGSAW CIRCUS PARADE ",24,"1.12.2010 08:45",0.42,12583,France
536370,22544,"MINI JIGSAW SPACEBOY",24,"1.12.2010 08:45",0.42,12583,France
536370,22492,"MINI PAINT SET VINTAGE ",36,"1.12.2010 08:45",0.65,12583,France
536370,POST,POSTAGE,3,"1.12.2010 08:45",18,12583,France
536371,22086,"PAPER CHAIN KIT 50'S CHRISTMAS ",80,"1.12.2010 09:00",2.55,13748,"United Kingdom"
536372,22632,"HAND WARMER RED POLKA DOT",6,"1.12.2010 09:01",1.85,17850,"United Kingdom"
536372,22633,"HAND WARMER UNION JACK",6,"1.12.2010 09:01",1.85,17850,"United Kingdom"
536373,85123A,"WHITE HANGING HEART T-LIGHT HOLDER",6,"1.12.2010 09:02",2.55,17850,"United Kingdom"
536373,71053,"WHITE METAL LANTERN",6,"1.12.2010 09:02",3.39,17850,"United Kingdom"
536373,84406B,"CREAM CUPID HEARTS COAT HANGER",8,"1.12.2010 09:02",2.75,17850,"United Kingdom"
536373,20679,"EDWARDIAN PARASOL RED",6,"1.12.2010 09:02",4.95,17850,"United Kingdom"
536373,37370,"RETRO COFFEE MUGS ASSORTED",6,"1.12.2010 09:02",1.06,17850,"United Kingdom"
536373,21871,"SAVE THE PLANET MUG",6,"1.12.2010 09:02",1.06,17850,"United Kingdom"
536373,21071,"VINTAGE BILLBOARD DRINK ME MUG",6,"1.12.2010 09:02",1.06,17850,"United Kingdom"
536373,21068,"VINTAGE BILLBOARD LOVE/HATE MUG",6,"1.12.2010 09:02",1.06,17850,"United Kingdom"
536373,82483,"WOOD 2 DRAWER CABINET WHITE FINISH",2,"1.12.2010 09:02",4.95,17850,"United Kingdom"
536373,82486,"WOOD S/3 CABINET ANT WHITE FINISH",4,"1.12.2010 09:02",6.95,17850,"United Kingdom"
536373,82482,"WOODEN PICTURE FRAME WHITE FINISH",6,"1.12.2010 09:02",2.1,17850,"United Kingdom"
536373,82494L,"WOODEN FRAME ANTIQUE WHITE ",6,"1.12.2010 09:02",2.55,17850,"United Kingdom"
536373,84029G,"KNITTED UNION FLAG HOT WATER BOTTLE",6,"1.12.2010 09:02",3.39,17850,"United Kingdom"
536373,84029E,"RED WOOLLY HOTTIE WHITE HEART.",6,"1.12.2010 09:02",3.39,17850,"United Kingdom"
536373,22752,"SET 7 BABUSHKA NESTING BOXES",2,"1.12.2010 09:02",7.65,17850,"United Kingdom"
536373,21730,"GLASS STAR FROSTED T-LIGHT HOLDER",6,"1.12.2010 09:02",4.25,17850,"United Kingdom"
536374,21258,"VICTORIAN SEWING BOX LARGE",32,"1.12.2010 09:09",10.95,15100,"United Kingdom"
536375,85123A,"WHITE HANGING HEART T-LIGHT HOLDER",6,"1.12.2010 09:32",2.55,17850,"United Kingdom"
536375,71053,"WHITE METAL LANTERN",6,"1.12.2010 09:32",3.39,17850,"United Kingdom"
536375,84406B,"CREAM CUPID HEARTS COAT HANGER",8,"1.12.2010 09:32",2.75,17850,"United Kingdom"
536375,20679,"EDWARDIAN PARASOL RED",6,"1.12.2010 09:32",4.95,17850,"United Kingdom"
536375,37370,"RETRO COFFEE MUGS ASSORTED",6,"1.12.2010 09:32",1.06,17850,"United Kingdom"
536375,21871,"SAVE THE PLANET MUG",6,"1.12.2010 09:32",1.06,17850,"United Kingdom"
536375,21071,"VINTAGE BILLBOARD DRINK ME MUG",6,"1.12.2010 09:32",1.06,17850,"United Kingdom"
536375,21068,"VINTAGE BILLBOARD LOVE/HATE MUG",6,"1.12.2010 09:32",1.06,17850,"United Kingdom"
536375,82483,"WOOD 2 DRAWER CABINET WHITE FINISH",2,"1.12.2010 09:32",4.95,17850,"United Kingdom"
536375,82486,"WOOD S/3 CABINET ANT WHITE FINISH",4,"1.12.2010 09:32",6.95,17850,"United Kingdom"
536375,82482,"WOODEN PICTURE FRAME WHITE FINISH",6,"1.12.2010 09:32",2.1,17850,"United Kingdom"
536375,82494L,"WOODEN FRAME ANTIQUE WHITE ",6,"1.12.2010 09:32",2.55,17850,"United Kingdom"
536375,84029G,"KNITTED UNION FLAG HOT WATER BOTTLE",6,"1.12.2010 09:32",3.39,17850,"United Kingdom"
536375,84029E,"RED WOOLLY HOTTIE WHITE HEART.",6,"1.12.2010 09:32",3.39,17850,"United Kingdom"
536375,22752,"SET 7 BABUSHKA NESTING BOXES",2,"1.12.2010 09:32",7.65,17850,"United Kingdom"
536375,21730,"GLASS STAR FROSTED T-LIGHT HOLDER",6,"1.12.2010 09:32",4.25,17850,"United Kingdom"
536376,22114,"HOT WATER BOTTLE TEA AND SYMPATHY",48,"1.12.2010 09:32",3.45,15291,"United Kingdom"
536376,21733,"RED HANGING HEART T-LIGHT HOLDER",64,"1.12.2010 09:32",2.55,15291,"United Kingdom"
536377,22632,"HAND WARMER RED POLKA DOT",6,"1.12.2010 09:34",1.85,17850,"United Kingdom"
536377,22633,"HAND WARMER UNION JACK",6,"1.12.2010 09:34",1.85,17850,"United Kingdom"
536378,22386,"JUMBO BAG PINK POLKADOT",10,"1.12.2010 09:37",1.95,14688,"United Kingdom"
536378,85099C,"JUMBO  BAG BAROQUE BLACK WHITE",10,"1.12.2010 09:37",1.95,14688,"United Kingdom"
536378,21033,"JUMBO BAG CHARLIE AND LOLA TOYS",10,"1.12.2010 09:37",2.95,14688,"United Kingdom"
536378,20723,"STRAWBERRY CHARLOTTE BAG",10,"1.12.2010 09:37",0.85,14688,"United Kingdom"
536378,84997B,"RED 3 PIECE RETROSPOT CUTLERY SET",12,"1.12.2010 09:37",3.75,14688,"United Kingdom"
536378,84997C,"BLUE 3 PIECE POLKADOT CUTLERY SET",6,"1.12.2010 09:37",3.75,14688,"United Kingdom"
536378,21094,"SET/6 RED SPOTTY PAPER PLATES",12,"1.12.2010 09:37",0.85,14688,"United Kingdom"
536378,20725,"LUNCH BAG RED RETROSPOT",10,"1.12.2010 09:37",1.65,14688,"United Kingdom"
536378,21559,"STRAWBERRY LUNCH BOX WITH CUTLERY",6,"1.12.2010 09:37",2.55,14688,"United Kingdom"
536378,22352,"LUNCH BOX WITH CUTLERY RETROSPOT ",6,"1.12.2010 09:37",2.55,14688,"United Kingdom"
536378,21212,"PACK OF 72 RETROSPOT CAKE CASES",120,"1.12.2010 09:37",0.42,14688,"United Kingdom"
536378,21975,"PACK OF 60 DINOSAUR CAKE CASES",24,"1.12.2010 09:37",0.55,14688,"United Kingdom"
536378,21977,"PACK OF 60 PINK PAISLEY CAKE CASES",24,"1.12.2010 09:37",0.55,14688,"United Kingdom"
536378,84991,"60 TEATIME FAIRY CAKE CASES",24,"1.12.2010 09:37",0.55,14688,"United Kingdom"
536378,84519A,"TOMATO CHARLIE+LOLA COASTER SET",6,"1.12.2010 09:37",2.95,14688,"United Kingdom"
536378,85183B,"CHARLIE & LOLA WASTEPAPER BIN FLORA",48,"1.12.2010 09:37",1.25,14688,"United Kingdom"
536378,85071B,"RED CHARLIE+LOLA PERSONAL DOORSIGN",96,"1.12.2010 09:37",0.38,14688,"United Kingdom"
536378,21931,"JUMBO STORAGE BAG SUKI",10,"1.12.2010 09:37",1.95,14688,"United Kingdom"
536378,21929,"JUMBO BAG PINK VINTAGE PAISLEY",10,"1.12.2010 09:37",1.95,14688,"United Kingdom"
536380,22961,"JAM MAKING SET PRINTED",24,"1.12.2010 09:41",1.45,17809,"United Kingdom"
536381,22139,"RETROSPOT TEA SET CERAMIC 11 PC ",23,"1.12.2010 09:41",4.25,15311,"United Kingdom"
536381,84854,"GIRLY PINK TOOL SET",5,"1.12.2010 09:41",4.95,15311,"United Kingdom"
536381,22411,"JUMBO SHOPPER VINTAGE RED PAISLEY",10,"1.12.2010 09:41",1.95,15311,"United Kingdom"
536381,82567,"AIRLINE LOUNGE,METAL SIGN",2,"1.12.2010 09:41",2.1,15311,"United Kingdom"
536381,21672,"WHITE SPOT RED CERAMIC DRAWER KNOB",6,"1.12.2010 09:41",1.25,15311,"United Kingdom"
536381,22774,"RED DRAWER KNOB ACRYLIC EDWARDIAN",24,"1.12.2010 09:41",1.25,15311,"United Kingdom"
536381,22771,"CLEAR DRAWER KNOB ACRYLIC EDWARDIAN",24,"1.12.2010 09:41",1.25,15311,"United Kingdom"
536381,71270,"PHOTO CLIP LINE",1,"1.12.2010 09:41",1.25,15311,"United Kingdom"
536381,22262,"FELT EGG COSY CHICKEN",1,"1.12.2010 09:41",0.85,15311,"United Kingdom"
536381,22637,"PIGGY BANK RETROSPOT ",1,"1.12.2010 09:41",2.55,15311,"United Kingdom"
536381,21934,"SKULL SHOULDER BAG",10,"1.12.2010 09:41",1.65,15311,"United Kingdom"
536381,21169,"YOU'RE CONFUSING ME METAL SIGN ",3,"1.12.2010 09:41",1.69,15311,"United Kingdom"
536381,21166,"COOK WITH WINE METAL SIGN ",1,"1.12.2010 09:41",1.95,15311,"United Kingdom"
536381,21175,"GIN + TONIC DIET METAL SIGN",2,"1.12.2010 09:41",2.1,15311,"United Kingdom"
536381,37444A,"YELLOW BREAKFAST CUP AND SAUCER",1,"1.12.2010 09:41",2.95,15311,"United Kingdom"
536381,37444C,"PINK BREAKFAST CUP AND SAUCER ",1,"1.12.2010 09:41",2.95,15311,"United Kingdom"
536381,22086,"PAPER CHAIN KIT 50'S CHRISTMAS ",4,"1.12.2010 09:41",2.95,15311,"United Kingdom"
536381,22083,"PAPER CHAIN KIT RETROSPOT",1,"1.12.2010 09:41",2.95,15311,"United Kingdom"
536381,84971S,"SMALL HEART FLOWERS HOOK ",6,"1.12.2010 09:41",0.85,15311,"United Kingdom"
536381,71270,"PHOTO CLIP LINE",3,"1.12.2010 09:41",1.25,15311,"United Kingdom"
536381,47580,"TEA TIME DES TEA COSY",2,"1.12.2010 09:41",2.55,15311,"United Kingdom"
536381,22261,"FELT EGG COSY WHITE RABBIT ",1,"1.12.2010 09:41",0.85,15311,"United Kingdom"
536381,84832,"ZINC WILLIE WINKIE  CANDLE STICK",1,"1.12.2010 09:41",0.85,15311,"United Kingdom"
536381,22644,"CERAMIC CHERRY CAKE MONEY BANK",1,"1.12.2010 09:41",1.45,15311,"United Kingdom"
536381,21533,"RETROSPOT LARGE MILK JUG",1,"1.12.2010 09:41",4.95,15311,"United Kingdom"
536381,21557,"SET OF 6 FUNKY BEAKERS",2,"1.12.2010 09:41",2.95,15311,"United Kingdom"
536381,15056BL,"EDWARDIAN PARASOL BLACK",2,"1.12.2010 09:41",5.95,15311,"United Kingdom"
536381,15056N,"EDWARDIAN PARASOL NATURAL",2,"1.12.2010 09:41",5.95,15311,"United Kingdom"
536381,22646,"CERAMIC STRAWBERRY CAKE MONEY BANK",4,"1.12.2010 09:41",1.45,15311,"United Kingdom"
536381,22176,"BLUE OWL SOFT TOY",1,"1.12.2010 09:41",2.95,15311,"United Kingdom"
536381,22438,"BALLOON ART MAKE YOUR OWN FLOWERS",1,"1.12.2010 09:41",1.95,15311,"United Kingdom"
536381,21731,"RED TOADSTOOL LED NIGHT LIGHT",2,"1.12.2010 09:41",1.65,15311,"United Kingdom"
536381,22778,"GLASS CLOCHE SMALL",3,"1.12.2010 09:41",3.95,15311,"United Kingdom"
536381,22719,"GUMBALL MONOCHROME COAT RACK",36,"1.12.2010 09:41",1.06,15311,"United Kingdom"
536381,21523,"DOORMAT FANCY FONT HOME SWEET HOME",10,"1.12.2010 09:41",6.75,15311,"United Kingdom"
C536379,D,Discount,-1,"1.12.2010 09:41",27.5,14527,"United Kingdom"
536382,10002,"INFLATABLE POLITICAL GLOBE ",12,"1.12.2010 09:45",0.85,16098,"United Kingdom"
536382,21912,"VINTAGE SNAKES & LADDERS",8,"1.12.2010 09:45",3.75,16098,"United Kingdom"
536382,21832,"CHOCOLATE CALCULATOR",12,"1.12.2010 09:45",1.65,16098,"United Kingdom"
536382,22411,"JUMBO SHOPPER VINTAGE RED PAISLEY",10,"1.12.2010 09:45",1.95,16098,"United Kingdom"
536382,22379,"RECYCLING BAG RETROSPOT ",10,"1.12.2010 09:45",2.1,16098,"United Kingdom"
536382,22381,"TOY TIDY PINK POLKADOT",50,"1.12.2010 09:45",1.85,16098,"United Kingdom"
536382,22798,"ANTIQUE GLASS DRESSING TABLE POT",8,"1.12.2010 09:45",2.95,16098,"United Kingdom"
536382,22726,"ALARM CLOCK BAKELIKE GREEN",4,"1.12.2010 09:45",3.75,16098,"United Kingdom"
536382,22926,"IVORY GIANT GARDEN THERMOMETER",12,"1.12.2010 09:45",5.95,16098,"United Kingdom"
536382,22839,"3 TIER CAKE TIN GREEN AND CREAM",2,"1.12.2010 09:45",14.95,16098,"United Kingdom"
536382,22838,"3 TIER CAKE TIN RED AND CREAM",2,"1.12.2010 09:45",14.95,16098,"United Kingdom"
536382,22783,"SET 3 WICKER OVAL BASKETS W LIDS",4,"1.12.2010 09:45",16.95,16098,"United Kingdom"
C536383,35004C,"SET OF 3 COLOURED  FLYING DUCKS",-1,"1.12.2010 09:49",4.65,15311,"United Kingdom"
536384,82484,"WOOD BLACK BOARD ANT WHITE FINISH",3,"1.12.2010 09:53",6.45,18074,"United Kingdom"
536384,84755,"COLOUR GLASS T-LIGHT HOLDER HANGING",48,"1.12.2010 09:53",0.65,18074,"United Kingdom"
536384,22464,"HANGING METAL HEART LANTERN",12,"1.12.2010 09:53",1.65,18074,"United Kingdom"
536384,21324,"HANGING MEDINA LANTERN SMALL",6,"1.12.2010 09:53",2.95,18074,"United Kingdom"
536384,22457,"NATURAL SLATE HEART CHALKBOARD ",12,"1.12.2010 09:53",2.95,18074,"United Kingdom"
536384,22469,"HEART OF WICKER SMALL",40,"1.12.2010 09:53",1.45,18074,"United Kingdom"
536384,22470,"HEART OF WICKER LARGE",40,"1.12.2010 09:53",2.55,18074,"United Kingdom"
536384,22224,"WHITE LOVEBIRD LANTERN",6,"1.12.2010 09:53",2.95,18074,"United Kingdom"
536384,21340,"CLASSIC METAL BIRDCAGE PLANT HOLDER",2,"1.12.2010 09:53",12.75,18074,"United Kingdom"
536384,22189,"CREAM HEART CARD HOLDER",4,"1.12.2010 09:53",3.95,18074,"United Kingdom"
536384,22427,"ENAMEL FLOWER JUG CREAM",3,"1.12.2010 09:53",5.95,18074,"United Kingdom"
536384,22428,"ENAMEL FIRE BUCKET CREAM",6,"1.12.2010 09:53",6.95,18074,"United Kingdom"
536384,22424,"ENAMEL BREAD BIN CREAM",8,"1.12.2010 09:53",10.95,18074,"United Kingdom"
536385,22783,"SET 3 WICKER OVAL BASKETS W LIDS",1,"1.12.2010 09:56",19.95,17420,"United Kingdom"
536385,22961,"JAM MAKING SET PRINTED",12,"1.12.2010 09:56",1.45,17420,"United Kingdom"
536385,22960,"JAM MAKING SET WITH JARS",6,"1.12.2010 09:56",4.25,17420,"United Kingdom"
536385,22663,"JUMBO BAG DOLLY GIRL DESIGN",10,"1.12.2010 09:56",1.95,17420,"United Kingdom"
536385,85049A,"TRADITIONAL CHRISTMAS RIBBONS",12,"1.12.2010 09:56",1.25,17420,"United Kingdom"
536385,22168,"ORGANISER WOOD ANTIQUE WHITE ",2,"1.12.2010 09:56",8.5,17420,"United Kingdom"
536385,22662,"LUNCH BAG DOLLY GIRL DESIGN",10,"1.12.2010 09:56",1.65,17420,"United Kingdom"
536386,84880,"WHITE WIRE EGG HOLDER",36,"1.12.2010 09:57",4.95,16029,"United Kingdom"
536386,85099C,"JUMBO  BAG BAROQUE BLACK WHITE",100,"1.12.2010 09:57",1.65,16029,"United Kingdom"
536386,85099B,"JUMBO BAG RED RETROSPOT",100,"1.12.2010 09:57",1.65,16029,"United Kingdom"
536387,79321,"CHILLI LIGHTS",192,"1.12.2010 09:58",3.82,16029,"United Kingdom"
536387,22780,"LIGHT GARLAND BUTTERFILES PINK",192,"1.12.2010 09:58",3.37,16029,"United Kingdom"
536387,22779,"WOODEN OWLS LIGHT GARLAND ",192,"1.12.2010 09:58",3.37,16029,"United Kingdom"
536387,22466,"FAIRY TALE COTTAGE NIGHTLIGHT",432,"1.12.2010 09:58",1.45,16029,"United Kingdom"
536387,21731,"RED TOADSTOOL LED NIGHT LIGHT",432,"1.12.2010 09:58",1.25,16029,"United Kingdom"
536388,21754,"HOME BUILDING BLOCK WORD",3,"1.12.2010 09:59",5.95,16250,"United Kingdom"
536388,21755,"LOVE BUILDING BLOCK WORD",3,"1.12.2010 09:59",5.95,16250,"United Kingdom"
536388,21523,"DOORMAT FANCY FONT HOME SWEET HOME",2,"1.12.2010 09:59",7.95,16250,"United Kingdom"
536388,21363,"HOME SMALL WOOD LETTERS",3,"1.12.2010 09:59",4.95,16250,"United Kingdom"
536388,21411,"GINGHAM HEART  DOORSTOP RED",3,"1.12.2010 09:59",4.25,16250,"United Kingdom"
536388,22318,"FIVE HEART HANGING DECORATION",6,"1.12.2010 09:59",2.95,16250,"United Kingdom"
536388,22464,"HANGING METAL HEART LANTERN",12,"1.12.2010 09:59",1.65,16250,"United Kingdom"
536388,22915,"ASSORTED BOTTLE TOP  MAGNETS ",12,"1.12.2010 09:59",0.42,16250,"United Kingdom"
536388,22922,"FRIDGE MAGNETS US DINER ASSORTED",12,"1.12.2010 09:59",0.85,16250,"United Kingdom"
536388,22969,"HOMEMADE JAM SCENTED CANDLES",12,"1.12.2010 09:59",1.45,16250,"United Kingdom"
536388,22923,"FRIDGE MAGNETS LES ENFANTS ASSORTED",12,"1.12.2010 09:59",0.85,16250,"United Kingdom"
536388,21115,"ROSE CARAVAN DOORSTOP",4,"1.12.2010 09:59",6.75,16250,"United Kingdom"
536388,22469,"HEART OF WICKER SMALL",12,"1.12.2010 09:59",1.65,16250,"United Kingdom"
536388,22242,"5 HOOK HANGER MAGIC TOADSTOOL",12,"1.12.2010 09:59",1.65,16250,"United Kingdom"
536389,22941,"CHRISTMAS LIGHTS 10 REINDEER",6,"1.12.2010 10:03",8.5,12431,Australia
536389,21622,"VINTAGE UNION JACK CUSHION COVER",8,"1.12.2010 10:03",4.95,12431,Australia
536389,21791,"VINTAGE HEADS AND TAILS CARD GAME ",12,"1.12.2010 10:03",1.25,12431,Australia
536389,35004C,"SET OF 3 COLOURED  FLYING DUCKS",6,"1.12.2010 10:03",5.45,12431,Australia
536389,35004G,"SET OF 3 GOLD FLYING DUCKS",4,"1.12.2010 10:03",6.35,12431,Australia
536389,85014B,"RED RETROSPOT UMBRELLA",6,"1.12.2010 10:03",5.95,12431,Australia
536389,85014A,"BLACK/BLUE POLKADOT UMBRELLA",3,"1.12.2010 10:03",5.95,12431,Australia
536389,22193,"RED DINER WALL CLOCK",2,"1.12.2010 10:03",8.5,12431,Australia
536389,22726,"ALARM CLOCK BAKELIKE GREEN",4,"1.12.2010 10:03",3.75,12431,Australia
536389,22727,"ALARM CLOCK BAKELIKE RED ",4,"1.12.2010 10:03",3.75,12431,Australia
536389,22192,"BLUE DINER WALL CLOCK",2,"1.12.2010 10:03",8.5,12431,Australia
536389,22191,"IVORY DINER WALL CLOCK",2,"1.12.2010 10:03",8.5,12431,Australia
536389,22195,"LARGE HEART MEASURING SPOONS",24,"1.12.2010 10:03",1.65,12431,Australia
536389,22196,"SMALL HEART MEASURING SPOONS",24,"1.12.2010 10:03",0.85,12431,Australia
536390,22941,"CHRISTMAS LIGHTS 10 REINDEER",2,"1.12.2010 10:19",8.5,17511,"United Kingdom"
536390,22960,"JAM MAKING SET WITH JARS",12,"1.12.2010 10:19",3.75,17511,"United Kingdom"
536390,22961,"JAM MAKING SET PRINTED",12,"1.12.2010 10:19",1.45,17511,"United Kingdom"
536390,22962,"JAM JAR WITH PINK LID",48,"1.12.2010 10:19",0.72,17511,"United Kingdom"
536390,22963,"JAM JAR WITH GREEN LID",48,"1.12.2010 10:19",0.72,17511,"United Kingdom"
536390,22968,"ROSE COTTAGE KEEPSAKE BOX ",8,"1.12.2010 10:19",8.5,17511,"United Kingdom"
536390,84970S,"HANGING HEART ZINC T-LIGHT HOLDER",144,"1.12.2010 10:19",0.64,17511,"United Kingdom"
536390,22910,"PAPER CHAIN KIT VINTAGE CHRISTMAS",40,"1.12.2010 10:19",2.55,17511,"United Kingdom"
536390,20668,"DISCO BALL CHRISTMAS DECORATION",288,"1.12.2010 10:19",0.1,17511,"United Kingdom"
536390,85123A,"WHITE HANGING HEART T-LIGHT HOLDER",64,"1.12.2010 10:19",2.55,17511,"United Kingdom"
536390,22197,"SMALL POPCORN HOLDER",100,"1.12.2010 10:19",0.72,17511,"United Kingdom"
536390,22198,"LARGE POPCORN HOLDER ",50,"1.12.2010 10:19",1.45,17511,"United Kingdom"
536390,21533,"RETROSPOT LARGE MILK JUG",12,"1.12.2010 10:19",4.25,17511,"United Kingdom"
536390,21080,"SET/20 RED RETROSPOT PAPER NAPKINS ",96,"1.12.2010 10:19",0.64,17511,"United Kingdom"
536390,21094,"SET/6 RED SPOTTY PAPER PLATES",96,"1.12.2010 10:19",0.64,17511,"United Kingdom"
536390,21086,"SET/6 RED SPOTTY PAPER CUPS",48,"1.12.2010 10:19",0.65,17511,"United Kingdom"
536390,21786,"POLKADOT RAIN HAT ",144,"1.12.2010 10:19",0.32,17511,"United Kingdom"
536390,22654,"DELUXE SEWING KIT ",40,"1.12.2010 10:19",4.95,17511,"United Kingdom"
536390,21485,"RETROSPOT HEART HOT WATER BOTTLE",24,"1.12.2010 10:19",4.25,17511,"United Kingdom"
536390,84029G,"KNITTED UNION FLAG HOT WATER BOTTLE",24,"1.12.2010 10:19",3.39,17511,"United Kingdom"
536390,84030E,"ENGLISH ROSE HOT WATER BOTTLE",24,"1.12.2010 10:19",3.75,17511,"United Kingdom"
536390,22174,"PHOTO CUBE",48,"1.12.2010 10:19",1.48,17511,"United Kingdom"
536390,22969,"HOMEMADE JAM SCENTED CANDLES",96,"1.12.2010 10:19",1.25,17511,"United Kingdom"
536390,85099B,"JUMBO BAG RED RETROSPOT",100,"1.12.2010 10:19",1.65,17511,"United Kingdom"
C536391,22556,"PLASTERS IN TIN CIRCUS PARADE ",-12,"1.12.2010 10:24",1.65,17548,"United Kingdom"
C536391,21984,"PACK OF 12 PINK PAISLEY TISSUES ",-24,"1.12.2010 10:24",0.29,17548,"United Kingdom"
C536391,21983,"PACK OF 12 BLUE PAISLEY TISSUES ",-24,"1.12.2010 10:24",0.29,17548,"United Kingdom"
C536391,21980,"PACK OF 12 RED RETROSPOT TISSUES ",-24,"1.12.2010 10:24",0.29,17548,"United Kingdom"
C536391,21484,"CHICK GREY HOT WATER BOTTLE",-12,"1.12.2010 10:24",3.45,17548,"United Kingdom"
C536391,22557,"PLASTERS IN TIN VINTAGE PAISLEY ",-12,"1.12.2010 10:24",1.65,17548,"United Kingdom"
C536391,22553,"PLASTERS IN TIN SKULLS",-24,"1.12.2010 10:24",1.65,17548,"United Kingdom"
536392,22150,"3 STRIPEY MICE FELTCRAFT",6,"1.12.2010 10:29",1.95,13705,"United Kingdom"
536392,22619,"SET OF 6 SOLDIER SKITTLES",4,"1.12.2010 10:29",3.75,13705,"United Kingdom"
